id_propiedad,matricula_inmobiliaria,id_municipio,direccion_propiedad,tipo_propiedad,disponibilidad_propiedad,area_m2,habitaciones,bano,parqueadero,estrato,valor_administracion,canon_arrendamiento_estimado,valor_venta_propiedad,comision_venta_propiedad,observaciones_propiedad,fecha_ingreso_propiedad,estado_registro,motivo_inactivacion,created_at,created_by,updated_at,updated_by,codigo_energia,codigo_agua,codigo_gas,telefono_administracion,tipo_cuenta_administracion,numero_cuenta_administracion,fecha_pago_administracion,link_pago_administracion,cuota_extra_ordinaria,observaciones_admin_ph
100092,280-109044,100000,BRR LA PAVONA MZ L CS 18,Casa,False,60.0,3,2,1,2,0,800000,0,0,,2026-04-01,True,,2026-04-01T23:10:26.657136,admin,2026-05-14 20:32:40.06192+00,admin,106643,69863,,,Ahorros,,1,,0.00,
100084,280-89836,100000,"BRR VILLA LILIANA AP 201, EDF FILIPINAS",Apartamento,False,65.0,3,1,0,3,0,800000,0,0,,2026-03-10,True,,2026-03-10T03:36:21.013019,admin,2026-05-16T18:55:36.625293,admin,,,,,Ahorros,,1,,0.00,
100093,280-260813,100000,CRR 14 CLL 50N-03 TRES NEVADOS TRR A AP 402,Apartamento,False,44.0,2,2,1,4,,1600000,,,,2026-04-02,True,,2026-04-02T23:24:39.795699,admin,2026-04-02T23:37:37.793852,admin,,,,,Ahorros,06900009602,,,0.00,
100017,280-78638,100000,"CR 19 CL 11N-33 ET 1 BQ 1 AP 302, CJT RES LA ABADIA",Apartamento,False,75.0,3,2,1,4,251000,1350000,0,0,,2026-02-17,True,,2026-02-17T01:01:47.955183,admin,2026-04-13T00:45:53.427283,admin,61558,54430,531573,,Ahorros,,9,,0.00,"Nit asociado: 1094964800 (cc pro)
Nombre del asociado: Yuliana Cañon"
100022,280-84329,100000,BRR VILLA LILIANA MZ LL CS 327 PI 1,Casa,False,60.0,2,1,0,3,0,700000,0,0,,2026-02-18,True,,2026-02-18T01:43:42.480801,admin,2026-04-13T00:50:36.103986,admin,50465,,,,Ahorros,,1,,0.00,
100027,280-152981,100002,BRR CAÑAS GORDAS MZ 10 CS 4,Casa,False,120.0,3,2,0,2,0,608108,0,0,,2026-02-18,True,,2026-02-18T03:06:45.945720,admin,2026-04-13T01:37:58.005630,admin,,,,,Ahorros,,1,,0.00,
100096,280-1111111,100000,"CRA 23B CL 10A-27 PI 2, BRR GRANADA",Apartamento,True,65.0,3,1,,3,,900000,,,,2026-05-14,True,,2026-05-14T20:01:49.775588,admin,2026-05-25T01:23:38.337438,admin,,,,,Ahorros,,1,,,
100048,NO TIENE3,100000,BRR VILLA LILIANA MZ N CS 20,Casa,False,65.0,3,1,0,3,0,800000,0,0,,2026-03-09,True,,2026-03-09T02:05:26.922651,admin,2026-03-09T03:42:38.385864,admin,,,,,Ahorros,,,,0.00,
100038,280-221148,100000,"CR 17 CL 59-75 ET 1 AP 504, CJT CIUDADELA MONTECARLO GIRASOLES PROPIEDAD HORIZONTAL",Apartamento,False,25.0,1,1,0,2,118000,550000,0,0,,2026-02-26,True,,2026-02-26T17:21:25.933207,admin,2026-04-11T22:28:03.880245,admin,,,,,Ahorros,,28,,0.00,
100044,280-222436,100000,"CL 50 CRA 55-01 BQ 2 AP 302, CJT OVIEDO ",Apartamento,False,51.0,3,2,,3,,900000,,,REVISAR MATRICULA INMOBILIARIA. NO TIENE PARQUEADERO,2026-03-06,True,,2026-03-06T14:59:31.818515,admin,2026-05-08T01:01:45.672124,admin,,,,3205424126,Ahorros,,1,,,"Administrador(a): actual: INGRID TATIANA MORENO 
correo administración: ADMINISTRACION@OVIEDOPR.COM
"
100039,280-4444,100000,CND MATTIZ TO B AP 906 PQ 153,Apartamento,False,60.0,2,2,1,4,199250,1578000,0,0,,2026-02-27,True,,2026-02-27T02:08:34.971466,admin,2026-04-11T22:29:30.320314,admin,,,1350115,,Ahorros,,9,https://www.avanza.coop/es/,0.00,"www.avanza.coop
nit: 901352882
torre b apt 906
Nombre del asocioado: MATTIZ CONDOMINIO PH"
100047,NO TIENE,100000,"CL 14 CRA 13-61 AP 401, AMOBLADO CORALES",Apartamento,False,25.0,1,1,1,3,,900000,,,,2026-03-07,True,,2026-03-07T20:04:09.094421,admin,2026-05-03T23:58:35.839112,admin,,,,,Ahorros,,,,,
100045,280-193011,100000,CONJ CIUDADELA COMFENALCO MZ H CS 29,Casa,False,68.0,3,1,,3,,710000,,,,2026-03-06,True,,2026-03-06T17:07:40.517286,admin,2026-05-04T00:00:08.181602,admin,,,620513,,Ahorros,,1,,,
100041,280-105975,100000,BRR LA PATRIA MZ 29 CS 38,Casa,False,65.0,3,2,,1,,850000,,,,2026-02-28,True,,2026-02-28T17:23:44.122327,admin,2026-02-28T17:26:15.896047,admin,,,,,Ahorros,,,,0.00,
100046,280-95397,100000,"CR 14 CL 27N-80 LC 6, EDI MALL LA AVENIDA",Local Comercial,False,5.0,0,0,0,4,0,800000,0,0,,2026-03-07,True,,2026-03-07T18:53:25.003576,admin,2026-03-09T01:06:19.208136,admin,,,,,Ahorros,,,,0.00,
100040,280-194330,100000,BRR VILLA YOLANDA MZ D CS 6,Casa,False,100.0,3,2,1,2,0,1200000,250000000,3,,2026-02-28,True,,2026-02-28T14:15:10.476731,admin,2026-04-13T00:51:16.119363,admin,351802,,,,Ahorros,,1,,0.00,
100043,00000222,100000,"CL 10 CRA 18-127 CS 3, CJT PIETRA SANTA",Casa,False,120.0,3,3,1,4,,2100000,,,,2026-03-04,True,,2026-03-04T03:56:07.258894,admin,2026-05-08T01:38:12.965592,admin,,,,,Ahorros,,,,,
100042,280-6224,100000,BRR LA UNION MZ 14 CS 15,Casa,False,65.0,3,1,0,2,0,737000,0,0,,2026-03-01,True,,2026-03-01T20:49:55.321297,admin,2026-04-13T01:43:16.346178,admin,51272,,22979,,Ahorros,,1,,0.00,
100049,NO TIENE 4,100000,BRR VILLA LILIANA MZ N CS 20 PI 2,Casa,False,60.0,2,2,0,2,0,600000,0,0,,2026-03-09,True,,2026-03-09T02:35:57.757603,admin,2026-03-10T03:40:27.678058,admin,,,,,Ahorros,,,,0.00,
100085,280-147959,100000,BRR EL SILENCIO ET 2 MZ D CS 4,Casa,False,50.0,2,1,0,3,0,579000,0,0,,2026-03-10,True,,2026-03-10T03:57:05.248281,admin,2026-05-16T16:48:13.687509,admin,,,,,Ahorros,,1,,0.00,
100050,280-128060,100000,"CR 6 CL 03-40 CS 26, CJT LA ALQUERIA",Casa,True,120.0,4,4,1,4,380000,2000000,,,,2026-03-09,False,,2026-03-09T03:33:02.241674,admin,2026-04-25T13:16:53.202722,admin,133641,,,,Ahorros,,27,,,
3,280-244355,100000,"CL 49 CR 56-65 TO 1 AP 101, VERDU II",Apartamento,False,65.0,3,2,1,3,245000,1100000,0,0,,2026-02-09,True,,2026-02-09T21:24:35.847548,admin,2026-04-25T13:26:44.538840,admin,,,,3045233977,Ahorros,,9,https://web-conjuntos.jelpit.com/pagar-mi-administracion#/?utm_source=jelpit&utm_medium=header&utm_campaign=boton_flotantehttps://web-conjuntos.jelpit.com/pagar-mi-administracion#/?utm_source=jelpit&utm_medium=header&utm_campaign=boton_flotantehttps://web-conjuntos.jelpit.com/pagar-mi-administracion#/?utm_source=jelpit&utm_medium=header&utm_campaign=boton_flotante,0.00,"correo: condominiocampestreverdu2@gmail.com | 
Cuota de administración 2026 PRONTO PAGO:
$245.000 si cancela ANTES del 10 de cada mes.  
$ 255.000 si cancela DESPUES del 10 de cada mes  
Referencia de pago:
dirección: VERDU II CONDOMINIO CAMPESTRE ARMENIA , calle 49 # 56-65 - Armenia - Quindio, convenio: 1443712
numero de apartamento: APARTAMENTO 5502 referencia de pago 5502
"
100086,280-202935,100000,"CRA 44 CL 26-80 ET3 TO J AP 102, CJT RES PARQUES DE BOLIVAR",Apartamento,False,45.0,3,1,,3,99000,700000,,,,2026-03-10,True,,2026-03-10T04:03:28.472732,admin,2026-05-03T23:59:22.465919,admin,269866,128069,6842287,,Ahorros,,28,,,
100094,280-000000000,100000,BRR LAS AMERICAS PI 1,Casa,False,10.0,0,0,0,3,0,600000,0,0,,2026-04-25,True,,2026-04-25T19:38:52.828502,admin,2026-05-16 17:04:58.681886+00,admin,,,,,Ahorros,,1,,0.00,
100018,280-224237,100000,"CR 44 CL 50-86 TO 7 APT 401, CJT RES CAMINO DEL PUERTO",Apartamento,False,60.0,3,2,0,3,120500,840800,0,0,,2026-02-17,True,,2026-02-17T01:22:53.448718,admin,2026-05-16T20:06:09.940756,admin,292604,,,3105310188,Ahorros,312075252,9,https://www.zonapagos.com/PortalesV4/Home/Categorias?id=kNWDGgiSNOpQFS8cN41xEA==,0.00,NIT 901161587 - TELEFONO PORTERIA: 3115675029 - TELEFONO 2: 3218791299 - correo: CONJUNTOCAMINODELPUERTO@GMAIL.COM - CONTABCAMINODELPUERTO@GMAIL.COM - Cuota de administración PRONTO PAGO: DESCUENTO 3% si cancela ANTES del 9 de cada mes. - SIN DESCUENTO si cancela DESPUES del 10 de cada mes - Referencia de pago: - CONJUNTO RESIDENCIAL CAMINO DEL PUERTO 1 Y 2 - PAGO DE ADMINISTRACIÓN - CONJUNTO CAMINO DEL PUERTO - EXTRAORDINARIA - PAGO CUOTA EXTRAORDINARIA - DATOS DE FORMULARIO: Identificación del pagador - CEDULA PROPIETARIO - Concepto - PAGO CUOTA ADMINISTRACIÓN ZAZACUARI TO 7 AP 401 MES XXXX AÑO XXXX - Nombre del pagador - NOMBRE DEL PROPIETARIO - Email - CORREO PROPIETARIO - Teléfono - TELEFONO DEL PROPIETARIO - Torre y Apartamento - DE LA PROPIEDAD - Parqueadero - DE LA PROPIEDAD SI APLICA - Local comercial - DE LA PROPIEDAD SI APLICA
8,280-249709,100000,"CR 15 CL 59-75 TO 1 AP 805, CJT RES ABEDULES",Apartamento,False,50.0,2,1,,2,157000,715400,,,,2026-02-09,True,,2026-02-09T22:00:49.760877,admin,2026-05-03T23:58:50.032908,admin,,,,3107137236,Ahorros,,27,,,
13,280-125633,100000,"CL 22N CR 19-170 TO 6 AP 401, CJT BOSQUES DE PALERMO",Apartamento,False,65.0,3,1,,4,225720,1200000,,,,2026-02-09,True,,2026-02-09T22:27:04.541484,admin,2026-05-04T00:00:26.104073,admin,,,,,Ahorros,,9,https://web-conjuntos.jelpit.com/pagar-mi-administracion#/,,"jelpit 6401
Convenio:   1573682 "
100021,280-111474,100000,"CR 40 CL 42-18 PI 2 AP 201, BRR VILLA LILIANA",Apartamento,False,70.0,3,2,,3,,663391,,,,2026-02-18,True,,2026-02-18T01:38:34.625707,admin,2026-05-10T19:15:04.695568,admin,,,,,Ahorros,,,,,
100035,280- 86639,100000,"CL 22 CR 35-27 PI 2, BRR LAS AMERICAS",Casa,True,80.0,3,1,,3,,950000,,,,2026-02-25,False,,2026-02-25T19:59:37.897909,admin,2026-04-20T23:49:43.922841,admin,,,,,Ahorros,,,,,
38,280-0006,100000,BRR ROJAS PINILLA ET 1 MZ 2 CS 28,Casa,True,60.0,3,1,,3,,650000,,,,2026-02-10,True,,2026-02-10T22:17:20.715224,admin,2026-05-20T12:58:41.989744,admin,,,,,Ahorros,,,,,
19,280-248010,100000,CJT RES CERROS DEL VIENTO TO O AP 201,Apartamento,True,45.0,2,1,,2,138000,750000,,,,2026-02-09,False,,2026-02-09T23:03:15.257635,admin,2026-04-25T13:19:30.700939,admin,341121,161154,1223879,,Ahorros,,27,https://web-conjuntos.jelpit.com/pagar-mi-administracion#/,,
100097,TEST-RENOV-001,99999,Calle Falsa 123 - Test Renov,Apartamento,True,60.0,,,,3,,10000000,,,,2026-05-25,True,,2026-05-25 01:58:18.412163+00,,2026-05-24T21:01:05.050548,test_runner,,,,,,,,,,
100087,280-235935,100008,CJT RES ALAMOS DE POPORO TO 8 AP 504,Apartamento,False,45.0,2,1,0,2,0,630000,0,0,,2026-03-10,True,,2026-03-10T04:09:02.871065,admin,2026-05-01T13:57:23.182792,admin,,,,,Ahorros,,1,,0.00,
100023,280-222698,100000,"CL 50 CR 55-01 ET 7 TO 1 PI 14 AP 1402, CJT RES OVIEDO",Apartamento,False,55.0,3,2,1,3,0,1157000,0,0,,2026-02-18,True,,2026-02-18T02:14:52.650606,admin,2026-04-13T00:54:42.474273,admin,300227,150215,1058013,3205424126,Ahorros,,1,,0.00,"Administrador(a): actual: INGRID TATIANA MORENO 
correo administración: ADMINISTRACION@OVIEDOPR.COM
"
100029,280-139270,100000,BRR GIRASOLES MZ Z CS 23A,Casa,False,80.0,2,1,,2,,526000,,,,2026-02-18,True,,2026-02-18T03:37:47.375244,admin,2026-02-25T23:58:33.946002,admin,,,,,Ahorros,,,,0.00,
34,280-122741,100000,"CL 46 CR 44-94 ET 2 MZ 1, BRR MANANTIALES",Casa,False,64.0,3,2,,3,,840000,,,,2026-02-10,True,,2026-02-10T21:17:56.951224,admin,2026-02-26T14:31:34.802909,admin,,,,,Ahorros,,,,0.00,
24,280-259396,100000," EDF LA FORET AP 603, BRR LA CASTELLANA",Apartamento,False,35.0,1,1,,5,,1300000,,,,2026-02-10,True,,2026-02-10T19:36:33.449944,admin,2026-03-07T21:48:18.910636,admin,,,,,Ahorros,,,,0.00,
100032,280-41937,100000,"EDF JOSELINO GOMEZ AP 401, CENTRO",Apartamento,False,100.0,4,2,,4,,1200000,,,,2026-02-24,True,,2026-02-24T03:50:50.653040,admin,2026-03-04T02:28:42.448533,admin,,,,,Ahorros,,,,0.00,
100036,280-235915,100000,"CR 18 CL 25-26 TO 7 AP 504, EDF ALAMOS DE POPORO",Apartamento,False,45.0,2,1,0,2,129000,650000,0,0,,2026-02-25,True,,2026-02-25T21:05:17.611247,admin,2026-05-01T14:18:37.416510,admin,,,,3214092401,Ahorros,,10,https://www.jelpit.com,0.00,"Ref: 7504
Conv: 1387455"
21,280-42570,100000,CJT MARIA CRISTINA ET 2 TO 1 AP 403,Apartamento,False,60.0,3,1,,4,,840800,,,,2026-02-10,True,,2026-02-10T19:10:13.123324,admin,2026-05-20T13:22:10.145900,admin,,,,,Ahorros,,,,,
39,280-0007,100000,"CL 35 CR 33-09 BQ 2 AP 201, BRR VILLA ANDREA",Apartamento,False,30.0,3,1,0,3,0,700000,0,0,,2026-02-10,True,,2026-02-10T22:20:24.934264,admin,2026-05-01T14:37:43.052924,admin,96325,,86205,,Ahorros,,1,,0.00,
28,280-239105,100000,CJT ENTRE LOMAS TO 3 AP 404,Apartamento,False,45.0,2,1,0,3,138000,750000,0,0,,2026-02-10,True,,2026-02-10T20:12:54.940543,admin,2026-04-13T19:56:53.613289,admin,,,1092968,,Ahorros,,9,https://web-conjuntos.jelpit.com/pagar-mi-administracion#/,0.00,"Covenio: Convenio:  
1427236
Ref: 3404 "
5,280-223646,100000,CJT EL CAMINO DE COCORA MZ 1 BQ 6 CS 5 VIS,Apartamento,False,80.0,3,2,1,5,210800,1000000,,,CJT EL CAMINO DE COCORA MZ 1 PARQUEADERO I-118 SOTANO,2026-02-09,True,,2026-02-09T21:38:54.212576,admin,2026-05-20T13:22:15.088744,admin,310618,136996,1007758,,Ahorros,,27,,,
30,280-42256,100000,BRR LA ADIELA MZ 9 CS 1 PI 2,Casa,False,65.0,2,1,,2,,800000,,,,2026-02-10,True,,2026-02-10T20:26:04.382405,admin,2026-05-23T18:06:53.728309,admin,,,,,Ahorros,,1,,,
20,280-170907,100000,"CR 6 CL 03-40 CS 54, CJT LA ALQUERIA",Casa,False,120.0,3,3,1,5,431000,2300000,0,0,,2026-02-09,True,,2026-02-09T23:07:12.711046,admin,2026-04-11T22:34:46.273440,admin,,,,,Ahorros,,27,,0.00,
17,280-105749,100000,BRR LA PATRIA MZ 23 CS 22,Casa,False,40.0,1,1,,2,,650000,,,,2026-02-09,True,,2026-02-09T22:55:37.988701,admin,2026-05-03T23:59:36.805759,admin,,,,,Ahorros,,,,,
100012,280-14132,100000,"CL 22 CR 34-60 LC PI 1, BRR LAS AMERICAS",Local Comercial,False,60.0,3,2,,3,,770000,,,,2026-02-17,True,,2026-02-17T00:10:14.059265,admin,2026-04-25T15:09:39.471372,admin,276100,132261,1425610,,Ahorros,,1,,,
14,280- 46582,100000,BRR CASA BLANCA MZ A CS 14 PI 2,Casa,False,70.0,2,1,1,2,,684000,,,,2026-02-09,True,,2026-02-09T22:36:47.954558,admin,2026-05-13 04:03:01.577563+00,test_trigger,281151,25271,564864,,Ahorros,,,,0.00,
9,280-249749,100000,"CR 15 CL 59-75 TO 2 AP 403, CJT ABEDULES",Apartamento,False,50.0,3,2,,2,174000,800000,,,,2026-02-09,True,,2026-02-09T22:04:32.854391,admin,2026-05-04T00:00:13.966544,admin,,,,3107137236,Ahorros,,27,,,
100095,280-0000000000,100000,"CRA 23B CL 10A-27 PI 1, BRR GRANADA",Casa,False,65.0,3,1,0,3,0,850000,0,0,,2026-04-25,True,,2026-04-25T21:52:40.353280,admin,2026-05-14T20:13:24.238929,admin,,,,,Ahorros,,1,,0.00,
100019,280-247180,100000,"CR 54 CL 30-35 AP 807, BRR QUINTAS DE LA MARINA EDF KOA",Apartamento,True,45.0,2,1,0,3,0,800000,0,0,,2026-02-17,True,,2026-02-17T23:54:18.872323,admin,2026-05-20T20:49:36.098369,admin,1394478,157205,1394478,,Ahorros,,1,,0.00,
27,280-105886-2,100000,EDF LA PATRIA AP 402,Apartamento,False,30.0,2,1,,2,,700000,,,,2026-02-10,True,,2026-02-10T20:03:31.515801,admin,2026-04-27T03:18:57.043435,admin,,,,,Ahorros,,1,,,
25,280-105886,100000,EDF LA PATRIA AP 301,Apartamento,False,45.0,2,1,0,2,0,840800,0,0,,2026-02-10,True,,2026-02-10T19:40:29.467353,admin,2026-05-20 03:59:43.933589+00,admin,,,,,Ahorros,,1,,0.00,
100016,280-81227-1,100000,BRR BOSQUES DE PINARES MZ 4 CS 144 PI 2,Casa,False,10.0,0,0,0,3,0,790000,0,0,,2026-02-17,True,,2026-02-17T00:47:09.429605,admin,2026-05-18 21:33:27.778061+00,admin,340799,161308,1358115,,Ahorros,,1,,0.00,
32,280-105886,100000,EDF LA PATRIA AP 401,Apartamento,False,45.0,2,1,,2,,750000,,,,2026-02-10,True,,2026-02-10T20:54:32.542297,admin,2026-03-10T18:41:34.221423,admin,,,,,Ahorros,,,,0.00,
22,280-222686,100000,"CL 50 CR 55-01 BQ 1 AP 1210, CJT RES OVIEDO",Apartamento,False,55.0,3,2,0,3,0,1157000,0,0,,2026-02-10,True,,2026-02-10T19:17:29.104751,admin,2026-04-07T03:30:09.932903,admin,,,,3205424126,Ahorros,,1,,0.00,"Administrador(a): actual: INGRID TATIANA MORENO 
correo administración: ADMINISTRACION@OVIEDOPR.COM
"
33,280-0004,100000,BRR LA PATRIA AP 201,Apartamento,False,45.0,2,1,,2,,750000,,,,2026-02-10,True,,2026-02-10T21:11:20.172216,admin,2026-03-10T18:29:46.310655,admin,,,,,Ahorros,,,,0.00,
100033,280-152099,100000,BRR VILLA SOFIA MZ C CS 10,Casa,False,30.0,2,1,0,1,0,700000,0,0,,2026-02-25,True,,2026-02-25T03:01:04.941238,admin,2026-04-29T18:59:40.695025,admin,,,,,Ahorros,,1,,0.00,
37,280-226933,100000,"CL 23 CR 37-25 TO 3 AP 1005, CJT TESALONICA APARTAMENTOS",Apartamento,False,55.0,2,1,0,3,0,850000,0,0,"
",2026-02-10,True,,2026-02-10T21:55:48.962273,admin,2026-05-22T18:13:25.879978,admin,314993,150652,1053774,,Ahorros,,1,,0.00,el propietario paga los valores de administracion. 
23,280-156375,100000,"CR 19 CL 32N-11 CS 31,CJT RES BOSQUES DE VIENA I",Casa,False,120.0,4,3,1,4,392000,2150000,0,0,,2026-02-10,True,,2026-02-10T19:25:35.415298,admin,2026-04-29T19:01:15.176084,admin,,,,3108209286,Ahorros,,1,,0.00,la administracion la paga el propietario
100020,280-114652,100000,BRR VILLA CAROLINA ET 1 MZ Ñ CS 16 PI 1,Casa,False,60.0,3,1,0,3,0,575000,0,0,villa carolina etapa 1 manzana ñ casa 16 piso 1 ,2026-02-18,True,,2026-02-18T01:06:02.817795,admin,2026-04-13T00:50:05.665176,admin,128503,80209,32706,,Ahorros,,1,,0.00,
4,280-251649,100000,"CL 2 CR 8-45 ET A MZ 1 CS A18, CJT AMURAY",Casa,True,10.0,,,,5,,1600000,,,,2026-02-09,False,,2026-02-09T21:32:59.063574,admin,2026-04-25T13:01:03.604298,admin,,,,,Ahorros,,,,,
100030,280-129837,100000,BRR LA GRECIA MZ 34 CS 22,Casa,False,60.0,3,1,0,3,0,789000,0,0,,2026-02-24,True,,2026-02-24T00:17:16.266759,admin,2026-04-29T18:56:11.330927,admin,,,,,Ahorros,,1,,0.00,
16,280-222436C,100000,CJT RES CERROS DEL VIENTO TO F AP 304,Apartamento,False,45.0,2,1,0,1,0,750000,0,0,,2026-02-09,True,,2026-02-09T22:47:11.812136,admin,2026-04-11T22:31:32.919238,admin,342285,160981,1223667,,Ahorros,,27,https://web-conjuntos.jelpit.com/pagar-mi-administracion#/,0.00,
100028,280-70420,100000,"CL 4N CR 24A-27 T 2 AP 1104, CJT CERROS VERDES",Apartamento,False,60.0,3,2,1,3,0,1100000,0,0,,2026-02-18,True,,2026-02-18T03:26:02.506002,admin,2026-03-10T22:05:09.370501,admin,,,,,Ahorros,,,,0.00,
35,280-0005,100000,"CR 20 CL 3N-00 TO 6 AP 803, CJT PQ RES DEL CAFE",Apartamento,False,55.0,2,2,1,3,0,1264200,0,0,,2026-02-10,True,,2026-02-10T21:46:37.140907,admin,2026-05-15 15:15:12.904304+00,admin,347398,163696,1484446,,Ahorros,,1,,0.00,
100011,280-236656,100000,CJT RESERVAS AGUA BONITA TO ALCALA AP 501,Apartamento,False,62.0,3,2,0,3,183000,900000,0,0,,2026-02-14,True,,2026-02-14T17:08:51.871523,admin,2026-04-15T13:17:08.463087,admin,,,,3202227326,Ahorros,3001100499,18,https://www.avanza.coop/es/pagos-pse-PG185,0.00,"Nit: 901418757-0
Nombre  del asociado: Reserva de agua bonita  
"
36,280-239815,100000,"CR 20 CL 3N-00 ET 3 TO 6 AP 404, CJT PQ RES DEL CAFE  ",Apartamento,False,60.0,3,2,1,3,0,1264000,0,0,,2026-02-10,True,,2026-02-10T21:50:16.797225,admin,2026-04-29T19:15:35.561334,admin,,,,,Ahorros,,1,,0.00,
100015,280-81227,100000,BRR BOSQUES DE PINARES MZ 4 CS 144 PI 1,Casa,False,65.0,3,1,0,3,0,747000,0,0,,2026-02-17,True,,2026-02-17T00:44:46.307899,admin,2026-04-13T00:45:09.261029,admin,64009,16466,66841,,Ahorros,,1,,0.00,
100013,280-14132-1,100000,"CL 22 CR 34-60B AP, BRR LAS AMERICAS",Apartamento,False,80.0,3,2,,3,,1420000,,,,2026-02-17,True,,2026-02-17T00:13:15.782281,admin,2026-05-04T00:00:18.470030,admin,46070,132260,806578,,Ahorros,,1,,,
